set_type,sample_id,district,province,expt_name,barcode,gt_A724E,dp_A724E,wsaf_A724E,clonality,carrier_A724E
representative,1012418,mufumbwe,northwestern,2025-07-02_SLMM078_HRP22024_Batch11,barcode67,1.0,4135.0,0.543514,polyclonal,True
representative,8010700,chipata,eastern,2025-10-03_SLMM087_HRP2_2024_Batch19,barcode87,0.0,,0.0,clonal,False
representative,8010709,chipata,eastern,2025-10-03_SLMM087_HRP2_2024_Batch19,barcode95,0.0,,0.0,clonal,False
representative,8010711,chipata,eastern,2025-10-03_SLMM087_HRP2_2024_Batch19,barcode96,0.0,,0.0,clonal,False
representative,8010683,chipata,eastern,2025-10-08_SLMM088_HRP2_2024_Batch20,barcode52,0.0,,0.0,clonal,False
representative,8010689,chipata,eastern,2025-10-08_SLMM088_HRP2_2024_Batch20,barcode54,0.0,,0.0,clonal,False
representative,8010988,chipata,eastern,2025-10-08_SLMM088_HRP2_2024_Batch20,barcode94,0.0,,0.0,polyclonal,False
representative,8010995,chipata,eastern,2025-10-08_SLMM089_HRP2_2024_Batch21,barcode08,0.0,,0.0,clonal,False
representative,8012421,vubwi,eastern,2025-10-08_SLMM089_HRP2_2024_Batch21,barcode28,0.0,,0.0,clonal,False
representative,8012434,vubwi,eastern,2025-10-08_SLMM089_HRP2_2024_Batch21,barcode33,0.0,,0.0,polyclonal,False
representative,8012436,vubwi,eastern,2025-10-08_SLMM089_HRP2_2024_Batch21,barcode35,0.0,,0.0,polyclonal,False
representative,8012469,vubwi,eastern,2025-10-08_SLMM089_HRP2_2024_Batch21,barcode58,0.0,,0.0,clonal,False
representative,8012489,vubwi,eastern,2025-10-08_SLMM089_HRP2_2024_Batch21,barcode73,0.0,,0.0,clonal,False
representative,8013943,vubwi,eastern,2025-10-08_SLMM089_HRP2_2024_Batch21,barcode86,0.0,,0.0,clonal,False
representative,8013944,vubwi,eastern,2025-10-08_SLMM089_HRP2_2024_Batch21,barcode87,0.0,,0.0,polyclonal,False
representative,8013950,vubwi,eastern,2025-10-08_SLMM089_HRP2_2024_Batch21,barcode91,0.0,,0.0,polyclonal,False
representative,8013952,vubwi,eastern,2025-10-08_SLMM089_HRP2_2024_Batch21,barcode92,0.0,,0.0,clonal,False
representative,8013425,chipata,eastern,2025-10-08_SLMM089_HRP2_2024_Batch21,barcode93,0.0,,0.0,clonal,False
representative,8013449,chipata,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode18,0.0,,0.0,clonal,False
representative,8013459,chipata,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode27,0.0,,0.0,polyclonal,False
representative,8013460,chipata,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode28,0.0,,0.0,clonal,False
representative,8013470,chipata,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode36,0.0,,0.0,clonal,False
representative,8013471,chipata,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode37,0.0,,0.0,polyclonal,False
representative,8013476,chipata,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode40,0.0,,0.0,polyclonal,False
representative,8013478,chipata,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode42,0.0,,0.0,polyclonal,False
representative,8013480,chipata,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode44,0.0,,0.0,clonal,False
representative,8013488,chipata,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode50,0.0,,0.0,clonal,False
representative,8013498,chipata,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode58,0.0,,0.0,clonal,False
representative,8013676,chipata,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode60,0.0,,0.0,clonal,False
representative,8013681,chipata,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode64,0.0,,0.0,clonal,False
representative,8013686,chipata,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode67,0.0,,0.0,polyclonal,False
representative,8022819,chipangali,eastern,2025-10-14_SLMM090_HRP2_2024_Batch22,barcode83,0.0,,0.0,polyclonal,False
representative,8022865,chipangali,eastern,2025-10-14_SLMM091_HRP2_2024_Batch23,barcode17,0.0,,0.0,polyclonal,False
representative,8022891,chipangali,eastern,2025-10-14_SLMM091_HRP2_2024_Batch23,barcode37,0.0,,0.0,clonal,False
representative,8023679,katete,eastern,2025-10-14_SLMM091_HRP2_2024_Batch23,barcode43,0.0,,0.0,polyclonal,False
representative,8033123,chipangali,eastern,2025-10-14_SLMM091_HRP2_2024_Batch23,barcode71,0.0,,0.0,clonal,False
representative,8033127,chipangali,eastern,2025-10-14_SLMM091_HRP2_2024_Batch23,barcode74,0.0,,0.0,clonal,False
representative,8033128,chipangali,eastern,2025-10-14_SLMM091_HRP2_2024_Batch23,barcode75,0.0,,0.0,clonal,False
representative,8033146,chipangali,eastern,2025-10-14_SLMM091_HRP2_2024_Batch23,barcode78,0.0,,0.0,polyclonal,False
representative,8033155,chipangali,eastern,2025-10-14_SLMM091_HRP2_2024_Batch23,barcode84,0.0,,0.0,polyclonal,False
clonal,8034000,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode07,0.0,3653.0,0.000443104,clonal,False
clonal,8034002,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode09,0.0,3181.0,0.000303616,clonal,False
clonal,8034003,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode10,0.0,3749.0,0.000255173,clonal,False
clonal,8034004,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode11,0.0,4011.0,0.000240319,clonal,False
clonal,8034006,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode13,0.0,123.0,0.0,clonal,False
clonal,8034007,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode14,0.0,3621.0,0.0,clonal,False
representative,8034008,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode15,0.0,2394.0,0.0,clonal,False
clonal,8034009,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode16,2.0,2868.0,1.0,clonal,True
representative,8034010,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode17,2.0,2695.0,0.99973,polyclonal,True
representative,8034013,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode20,0.0,2542.0,0.000385903,clonal,False
representative,8034014,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode21,0.0,3133.0,0.0,clonal,False
representative,8034015,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode22,0.0,296.0,0.00337407,clonal,False
representative,8034016,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode23,1.0,4453.0,0.139411,clonal,True
representative,8034017,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode24,0.0,2867.0,0.0,clonal,False
clonal,8034018,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode25,0.0,1573.0,0.0,clonal,False
representative,8034019,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode26,1.0,2107.0,0.318949,polyclonal,True
representative,8034024,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode31,0.0,4197.0,0.00016307,clonal,False
clonal,8034025,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode32,2.0,1522.0,0.998863,clonal,True
representative,8034026,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode33,0.0,2774.0,0.0,clonal,False
clonal,8034028,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode35,2.0,2577.0,1.0,clonal,True
representative,8034030,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode37,2.0,79.0,1.0,clonal,True
clonal,8034031,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode38,0.0,3701.0,0.00125451,clonal,False
representative,8034036,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode43,2.0,3006.0,0.999985,clonal,True
representative,8034037,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode44,0.0,2476.0,1.52506e-05,polyclonal,False
representative,8034039,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode46,0.0,3074.0,0.0,clonal,False
representative,8034040,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode47,0.0,3121.0,0.0,clonal,False
representative,8034042,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode49,2.0,1692.0,0.999314,clonal,True
representative,8034043,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode50,0.0,2905.0,1.52506e-05,polyclonal,False
representative,8034044,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode51,2.0,4744.0,0.99974,clonal,True
representative,8034045,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode52,2.0,4746.0,0.999985,clonal,True
representative,8034048,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode55,2.0,3777.0,0.999114,clonal,True
representative,8034049,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode56,0.0,4910.0,0.0,clonal,False
clonal,8034050,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode57,0.0,3670.0,0.000463104,clonal,False
representative,8034052,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode59,0.0,4298.0,0.0,clonal,False
representative,8034053,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode60,2.0,1652.0,1.0,polyclonal,True
clonal,8034059,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode66,2.0,2763.0,1.0,clonal,True
representative,8034060,sesheke,western,2025-10-30_SLMM092_HRP2_2024_Batch24,barcode67,0.0,1422.0,1.52506e-05,polyclonal,False
representative,8033172,chipangali,eastern,2025-10-30_SLMM093_HRP2_2024_Batch25,barcode07,0.0,,0.0,polyclonal,False
representative,8033185,chipangali,eastern,2025-10-30_SLMM093_HRP2_2024_Batch25,barcode12,0.0,,0.0,clonal,False
representative,8033342,mambwe,eastern,2025-10-30_SLMM093_HRP2_2024_Batch25,barcode23,0.0,,0.0,clonal,False
representative,8033344,mambwe,eastern,2025-10-30_SLMM093_HRP2_2024_Batch25,barcode25,0.0,,0.0,clonal,False
representative,8033355,mambwe,eastern,2025-10-30_SLMM093_HRP2_2024_Batch25,barcode32,0.0,,0.0,polyclonal,False
representative,8033369,mambwe,eastern,2025-10-30_SLMM093_HRP2_2024_Batch25,barcode41,0.0,,0.0,clonal,False
representative,8033385,mambwe,eastern,2025-10-30_SLMM093_HRP2_2024_Batch25,barcode49,0.0,,0.0,clonal,False
representative,8033412,mambwe,eastern,2025-10-30_SLMM093_HRP2_2024_Batch25,barcode65,0.0,,0.0,polyclonal,False
representative,8033415,mambwe,eastern,2025-10-30_SLMM093_HRP2_2024_Batch25,barcode67,0.0,,0.0,clonal,False
representative,8033426,mambwe,eastern,2025-10-30_SLMM093_HRP2_2024_Batch25,barcode75,0.0,,0.0,polyclonal,False
representative,8010843,shiwang'andu,muchinga,2025-10-30_SLMM093_HRP2_2024_Batch25,barcode85,0.0,,0.0,clonal,False
